Id,State,black,green,arrow,red,yellow
black_115,[‘black’],1,0,0,0,0
black_116,[‘black’],1,0,0,0,0
black_117,[‘black’],1,0,0,0,0
black_118,[‘black’],1,0,0,0,0
black_119,[‘black’],1,0,0,0,0
black_120,[‘black’],1,0,0,0,0
black_121,[‘black’],1,0,0,0,0
black_122,[‘black’],1,0,0,0,0
black_123,[‘black’],1,0,0,0,0
black_124,[‘black’],1,0,0,0,0
black_125,[‘black’],1,0,0,0,0
black_126,[‘black’],1,0,0,0,0
black_127,[‘black’],1,0,0,0,0
black_128,[‘black’],1,0,0,0,0
black_129,[‘black’],1,0,0,0,0
black_130,[‘black’],1,0,0,0,0
black_131,[‘black’],1,0,0,0,0
black_132,[‘black’],1,0,0,0,0
black_133,[‘black’],1,0,0,0,0
black_134,[‘black’],1,0,0,0,0
black_135,[‘black’],1,0,0,0,0
black_136,[‘black’],1,0,0,0,0
black_137,[‘black’],1,0,0,0,0
black_138,[‘black’],1,0,0,0,0
black_139,[‘black’],1,0,0,0,0
black_140,[‘black’],1,0,0,0,0
black_141,[‘black’],1,0,0,0,0
black_142,[‘black’],1,0,0,0,0
black_143,[‘black’],1,0,0,0,0
black_144,[‘black’],1,0,0,0,0
black_145,[‘black’],1,0,0,0,0
black_146,[‘black’],1,0,0,0,0
black_147,[‘black’],1,0,0,0,0
black_148,[‘black’],1,0,0,0,0
black_149,[‘black’],1,0,0,0,0
black_150,[‘black’],1,0,0,0,0
black_151,[‘black’],1,0,0,0,0
black_152,[‘black’],1,0,0,0,0
black_153,[‘black’],1,0,0,0,0
black_154,[‘black’],1,0,0,0,0
black_155,[‘black’],1,0,0,0,0
black_156,[‘black’],1,0,0,0,0
black_157,[‘black’],1,0,0,0,0
black_158,[‘black’],1,0,0,0,0
black_159,[‘black’],1,0,0,0,0
black_160,[‘black’],1,0,0,0,0
black_161,[‘black’],1,0,0,0,0
black_162,[‘black’],1,0,0,0,0
black_163,[‘black’],1,0,0,0,0
black_164,[‘black’],1,0,0,0,0
black_165,[‘black’],1,0,0,0,0
black_166,[‘black’],1,0,0,0,0
black_167,[‘black’],1,0,0,0,0
black_168,[‘black’],1,0,0,0,0
black_169,[‘black’],1,0,0,0,0
black_170,[‘black’],1,0,0,0,0
black_171,[‘black’],1,0,0,0,0
black_172,[‘black’],1,0,0,0,0
black_173,[‘black’],1,0,0,0,0
black_174,[‘black’],1,0,0,0,0
black_175,[‘black’],1,0,0,0,0
black_176,[‘black’],1,0,0,0,0
black_177,[‘black’],1,0,0,0,0
black_178,[‘black’],1,0,0,0,0
black_179,[‘black’],1,0,0,0,0
black_180,[‘black’],1,0,0,0,0
black_181,[‘black’],1,0,0,0,0
black_182,[‘black’],1,0,0,0,0
black_183,[‘black’],1,0,0,0,0
black_184,[‘black’],1,0,0,0,0
black_185,[‘black’],1,0,0,0,0
black_186,[‘black’],1,0,0,0,0
black_187,[‘black’],1,0,0,0,0
black_188,[‘black’],1,0,0,0,0
black_189,[‘black’],1,0,0,0,0
black_190,[‘black’],1,0,0,0,0
black_191,[‘black’],1,0,0,0,0
black_192,[‘black’],1,0,0,0,0
black_193,[‘black’],1,0,0,0,0
black_194,[‘black’],1,0,0,0,0
black_195,[‘black’],1,0,0,0,0
black_196,[‘black’],1,0,0,0,0
black_197,[‘black’],1,0,0,0,0
black_198,[‘black’],1,0,0,0,0
black_199,[‘black’],1,0,0,0,0
black_200,[‘black’],1,0,0,0,0
black_201,[‘black’],1,0,0,0,0
black_202,[‘black’],1,0,0,0,0
black_203,[‘black’],1,0,0,0,0
black_204,[‘black’],1,0,0,0,0
black_205,[‘black’],1,0,0,0,0
black_206,[‘black’],1,0,0,0,0
black_207,[‘black’],1,0,0,0,0
black_208,[‘black’],1,0,0,0,0
black_209,[‘black’],1,0,0,0,0
black_210,[‘black’],1,0,0,0,0
black_211,[‘black’],1,0,0,0,0
black_212,[‘black’],1,0,0,0,0
black_213,[‘black’],1,0,0,0,0
black_214,[‘black’],1,0,0,0,0
black_215,[‘black’],1,0,0,0,0
black_216,[‘black’],1,0,0,0,0
black_217,[‘black’],1,0,0,0,0
black_218,[‘black’],1,0,0,0,0
black_219,[‘black’],1,0,0,0,0
black_220,[‘black’],1,0,0,0,0
black_221,[‘black’],1,0,0,0,0
black_222,[‘black’],1,0,0,0,0
black_223,[‘black’],1,0,0,0,0
black_224,[‘black’],1,0,0,0,0
black_225,[‘black’],1,0,0,0,0
black_226,[‘black’],1,0,0,0,0
black_227,[‘black’],1,0,0,0,0
black_228,[‘black’],1,0,0,0,0
black_229,[‘black’],1,0,0,0,0
black_230,[‘black’],1,0,0,0,0
black_231,[‘black’],1,0,0,0,0
black_232,[‘black’],1,0,0,0,0
black_233,[‘black’],1,0,0,0,0
black_234,[‘black’],1,0,0,0,0
black_235,[‘black’],1,0,0,0,0
black_236,[‘black’],1,0,0,0,0
black_237,[‘black’],1,0,0,0,0
black_238,[‘black’],1,0,0,0,0
black_239,[‘black’],1,0,0,0,0
black_240,[‘black’],1,0,0,0,0
black_241,[‘black’],1,0,0,0,0
black_242,[‘black’],1,0,0,0,0
black_243,[‘black’],1,0,0,0,0
black_244,[‘black’],1,0,0,0,0
black_245,[‘black’],1,0,0,0,0
black_246,[‘black’],1,0,0,0,0
black_247,[‘black’],1,0,0,0,0
black_248,[‘black’],1,0,0,0,0
black_249,[‘black’],1,0,0,0,0
black_250,[‘black’],1,0,0,0,0
black_251,[‘black’],1,0,0,0,0
black_252,[‘black’],1,0,0,0,0
black_253,[‘black’],1,0,0,0,0
black_254,[‘black’],1,0,0,0,0
black_255,[‘black’],1,0,0,0,0
black_256,[‘black’],1,0,0,0,0
black_257,[‘black’],1,0,0,0,0
black_258,[‘black’],1,0,0,0,0
black_259,[‘black’],1,0,0,0,0
black_260,[‘black’],1,0,0,0,0
black_261,[‘black’],1,0,0,0,0
black_262,[‘black’],1,0,0,0,0
black_263,[‘black’],1,0,0,0,0
black_264,[‘black’],1,0,0,0,0
black_265,[‘black’],1,0,0,0,0
black_266,[‘black’],1,0,0,0,0
black_267,[‘black’],1,0,0,0,0
black_268,[‘black’],1,0,0,0,0
black_269,[‘black’],1,0,0,0,0
black_270,[‘black’],1,0,0,0,0
black_271,[‘black’],1,0,0,0,0
black_272,[‘black’],1,0,0,0,0
black_273,[‘black’],1,0,0,0,0
black_274,[‘black’],1,0,0,0,0
black_275,[‘black’],1,0,0,0,0
black_276,[‘black’],1,0,0,0,0
black_277,[‘black’],1,0,0,0,0
black_278,[‘black’],1,0,0,0,0
black_279,[‘black’],1,0,0,0,0
black_280,[‘black’],1,0,0,0,0
black_281,[‘black’],1,0,0,0,0
black_282,[‘black’],1,0,0,0,0
black_283,[‘black’],1,0,0,0,0
black_284,[‘black’],1,0,0,0,0
black_285,[‘black’],1,0,0,0,0
black_286,[‘black’],1,0,0,0,0
black_287,[‘black’],1,0,0,0,0
black_288,[‘black’],1,0,0,0,0
black_289,[‘black’],1,0,0,0,0
black_290,[‘black’],1,0,0,0,0
black_291,[‘black’],1,0,0,0,0
black_292,[‘black’],1,0,0,0,0
black_293,[‘black’],1,0,0,0,0
black_294,[‘black’],1,0,0,0,0
black_295,[‘black’],1,0,0,0,0
black_296,[‘black’],1,0,0,0,0
black_297,[‘black’],1,0,0,0,0
black_298,[‘black’],1,0,0,0,0
black_299,[‘black’],1,0,0,0,0
black_300,[‘black’],1,0,0,0,0
black_301,[‘black’],1,0,0,0,0
black_302,[‘black’],1,0,0,0,0
black_303,[‘black’],1,0,0,0,0
black_304,[‘black’],1,0,0,0,0
black_305,[‘black’],1,0,0,0,0
black_306,[‘black’],1,0,0,0,0
black_307,[‘black’],1,0,0,0,0
black_308,[‘black’],1,0,0,0,0
black_309,[‘black’],1,0,0,0,0
black_310,[‘black’],1,0,0,0,0
black_311,[‘black’],1,0,0,0,0
black_312,[‘black’],1,0,0,0,0
black_313,[‘black’],1,0,0,0,0
black_314,[‘black’],1,0,0,0,0
black_315,[‘black’],1,0,0,0,0
black_316,[‘black’],1,0,0,0,0
black_317,[‘black’],1,0,0,0,0
black_318,[‘black’],1,0,0,0,0
black_319,[‘black’],1,0,0,0,0
black_320,[‘black’],1,0,0,0,0
black_321,[‘black’],1,0,0,0,0
black_322,[‘black’],1,0,0,0,0
black_323,[‘black’],1,0,0,0,0
black_324,[‘black’],1,0,0,0,0
black_325,[‘black’],1,0,0,0,0
black_326,[‘black’],1,0,0,0,0
black_327,[‘black’],1,0,0,0,0
black_328,[‘black’],1,0,0,0,0
black_329,[‘black’],1,0,0,0,0
black_330,[‘black’],1,0,0,0,0
black_331,[‘black’],1,0,0,0,0
black_332,[‘black’],1,0,0,0,0
black_333,[‘black’],1,0,0,0,0
black_334,[‘black’],1,0,0,0,0
black_335,[‘black’],1,0,0,0,0
black_336,[‘black’],1,0,0,0,0
black_337,[‘black’],1,0,0,0,0
black_338,[‘black’],1,0,0,0,0
black_339,[‘black’],1,0,0,0,0
black_340,[‘black’],1,0,0,0,0
black_341,[‘black’],1,0,0,0,0
black_342,[‘black’],1,0,0,0,0
black_343,[‘black’],1,0,0,0,0
black_344,[‘black’],1,0,0,0,0
black_345,[‘black’],1,0,0,0,0
black_346,[‘black’],1,0,0,0,0
black_347,[‘black’],1,0,0,0,0
black_348,[‘black’],1,0,0,0,0
black_349,[‘black’],1,0,0,0,0
black_350,[‘black’],1,0,0,0,0
black_351,[‘black’],1,0,0,0,0
black_352,[‘black’],1,0,0,0,0
black_353,[‘black’],1,0,0,0,0
black_354,[‘black’],1,0,0,0,0
black_355,[‘black’],1,0,0,0,0
black_356,[‘black’],1,0,0,0,0
black_357,[‘black’],1,0,0,0,0
black_358,[‘black’],1,0,0,0,0
black_359,[‘black’],1,0,0,0,0
black_360,[‘black’],1,0,0,0,0
black_361,[‘black’],1,0,0,0,0
black_362,[‘black’],1,0,0,0,0
black_363,[‘black’],1,0,0,0,0
black_364,[‘black’],1,0,0,0,0
black_365,[‘black’],1,0,0,0,0
black_366,[‘black’],1,0,0,0,0
black_367,[‘black’],1,0,0,0,0
black_368,[‘black’],1,0,0,0,0
black_369,[‘black’],1,0,0,0,0
black_370,[‘black’],1,0,0,0,0
black_371,[‘black’],1,0,0,0,0
black_372,[‘black’],1,0,0,0,0
black_373,[‘black’],1,0,0,0,0
black_374,[‘black’],1,0,0,0,0
black_375,[‘black’],1,0,0,0,0
black_376,[‘black’],1,0,0,0,0
black_377,[‘black’],1,0,0,0,0
black_378,[‘black’],1,0,0,0,0
black_379,[‘black’],1,0,0,0,0
black_380,[‘black’],1,0,0,0,0
black_381,[‘black’],1,0,0,0,0
black_382,[‘black’],1,0,0,0,0
black_383,[‘black’],1,0,0,0,0
black_384,[‘black’],1,0,0,0,0
black_385,[‘black’],1,0,0,0,0
black_386,[‘black’],1,0,0,0,0
black_387,[‘black’],1,0,0,0,0
black_388,[‘black’],1,0,0,0,0
black_389,[‘black’],1,0,0,0,0
black_390,[‘black’],1,0,0,0,0
black_391,[‘black’],1,0,0,0,0
black_392,[‘black’],1,0,0,0,0
black_393,[‘black’],1,0,0,0,0
black_394,[‘black’],1,0,0,0,0
black_395,[‘black’],1,0,0,0,0
black_396,[‘black’],1,0,0,0,0
black_397,[‘black’],1,0,0,0,0
black_398,[‘black’],1,0,0,0,0
black_399,[‘black’],1,0,0,0,0
black_400,[‘black’],1,0,0,0,0
black_401,[‘black’],1,0,0,0,0
black_402,[‘black’],1,0,0,0,0
black_403,[‘black’],1,0,0,0,0
black_404,[‘black’],1,0,0,0,0
black_405,[‘black’],1,0,0,0,0
black_406,[‘black’],1,0,0,0,0
black_407,[‘black’],1,0,0,0,0
black_408,[‘black’],1,0,0,0,0
black_409,[‘black’],1,0,0,0,0
black_410,[‘black’],1,0,0,0,0
black_411,[‘black’],1,0,0,0,0
black_412,[‘black’],1,0,0,0,0
black_413,[‘black’],1,0,0,0,0
black_414,[‘black’],1,0,0,0,0
black_415,[‘black’],1,0,0,0,0
black_416,[‘black’],1,0,0,0,0
black_417,[‘black’],1,0,0,0,0
black_418,[‘black’],1,0,0,0,0
black_419,[‘black’],1,0,0,0,0
black_420,[‘black’],1,0,0,0,0
black_421,[‘black’],1,0,0,0,0
black_422,[‘black’],1,0,0,0,0
black_423,[‘black’],1,0,0,0,0
black_424,[‘black’],1,0,0,0,0
black_425,[‘black’],1,0,0,0,0
black_426,[‘black’],1,0,0,0,0
black_427,[‘black’],1,0,0,0,0
black_428,[‘black’],1,0,0,0,0
black_429,[‘black’],1,0,0,0,0
black_430,[‘black’],1,0,0,0,0
black_431,[‘black’],1,0,0,0,0
black_432,[‘black’],1,0,0,0,0
black_433,[‘black’],1,0,0,0,0
black_434,[‘black’],1,0,0,0,0
black_435,[‘black’],1,0,0,0,0
black_436,[‘black’],1,0,0,0,0
black_437,[‘black’],1,0,0,0,0
black_438,[‘black’],1,0,0,0,0
black_439,[‘black’],1,0,0,0,0
black_440,[‘black’],1,0,0,0,0
black_441,[‘black’],1,0,0,0,0
black_442,[‘black’],1,0,0,0,0
black_443,[‘black’],1,0,0,0,0
black_444,[‘black’],1,0,0,0,0
black_445,[‘black’],1,0,0,0,0
black_446,[‘black’],1,0,0,0,0
black_447,[‘black’],1,0,0,0,0
black_448,[‘black’],1,0,0,0,0
black_449,[‘black’],1,0,0,0,0
black_450,[‘black’],1,0,0,0,0
black_451,[‘black’],1,0,0,0,0
black_452,[‘black’],1,0,0,0,0
black_453,[‘black’],1,0,0,0,0
black_454,[‘black’],1,0,0,0,0
black_455,[‘black’],1,0,0,0,0
black_456,[‘black’],1,0,0,0,0
black_457,[‘black’],1,0,0,0,0
black_458,[‘black’],1,0,0,0,0
black_459,[‘black’],1,0,0,0,0
black_460,[‘black’],1,0,0,0,0
black_461,[‘black’],1,0,0,0,0
black_462,[‘black’],1,0,0,0,0
black_463,[‘black’],1,0,0,0,0
black_464,[‘black’],1,0,0,0,0
black_465,[‘black’],1,0,0,0,0
black_466,[‘black’],1,0,0,0,0
black_467,[‘black’],1,0,0,0,0
black_468,[‘black’],1,0,0,0,0
black_469,[‘black’],1,0,0,0,0
black_470,[‘black’],1,0,0,0,0
black_471,[‘black’],1,0,0,0,0
black_472,[‘black’],1,0,0,0,0
black_473,[‘black’],1,0,0,0,0
black_474,[‘black’],1,0,0,0,0
black_475,[‘black’],1,0,0,0,0
black_476,[‘black’],1,0,0,0,0
black_477,[‘black’],1,0,0,0,0
black_478,[‘black’],1,0,0,0,0
black_479,[‘black’],1,0,0,0,0
black_480,[‘black’],1,0,0,0,0
black_481,[‘black’],1,0,0,0,0
black_482,[‘black’],1,0,0,0,0
black_483,[‘black’],1,0,0,0,0
black_484,[‘black’],1,0,0,0,0
black_485,[‘black’],1,0,0,0,0
black_486,[‘black’],1,0,0,0,0
black_487,[‘black’],1,0,0,0,0
black_488,[‘black’],1,0,0,0,0
black_489,[‘black’],1,0,0,0,0
black_490,[‘black’],1,0,0,0,0
black_491,[‘black’],1,0,0,0,0
black_492,[‘black’],1,0,0,0,0
black_493,[‘black’],1,0,0,0,0
black_494,[‘black’],1,0,0,0,0
black_495,[‘black’],1,0,0,0,0
black_496,[‘black’],1,0,0,0,0
black_497,[‘black’],1,0,0,0,0
black_498,[‘black’],1,0,0,0,0
black_499,[‘black’],1,0,0,0,0
black_500,[‘black’],1,0,0,0,0
green3_1,[‘green’],0,1,0,0,0
green3_2,[‘green’],0,1,0,0,0
green3_3,[‘green’],0,1,0,0,0
green3_4,[‘green’],0,1,0,0,0
green3_5,[‘green’],0,1,0,0,0
green3_6,[‘green’],0,1,0,0,0
green3_7,[‘green’],0,1,0,0,0
green3_8,[‘green’],0,1,0,0,0
green3_9,[‘green’],0,1,0,0,0
green3_10,[‘green’],0,1,0,0,0
green3_11,[‘green’],0,1,0,0,0
green3_12,[‘green’],0,1,0,0,0
green3_13,[‘green’],0,1,0,0,0
green3_14,[‘green’],0,1,0,0,0
green3_15,[‘green’],0,1,0,0,0
green3_16,[‘green’],0,1,0,0,0
green3_17,[‘green’],0,1,0,0,0
green3_18,[‘green’],0,1,0,0,0
green3_19,[‘green’],0,1,0,0,0
green3_20,[‘green’],0,1,0,0,0
green3_21,[‘green’],0,1,0,0,0
green3_22,[‘green’],0,1,0,0,0
green3_23,[‘green’],0,1,0,0,0
green3_24,[‘green’],0,1,0,0,0
green3_25,[‘green’],0,1,0,0,0
green3_26,[‘green’],0,1,0,0,0
green3_27,[‘green’],0,1,0,0,0
green3_28,[‘green’],0,1,0,0,0
green3_29,[‘green’],0,1,0,0,0
green3_30,[‘green’],0,1,0,0,0
green3_31,[‘green’],0,1,0,0,0
green3_32,[‘green’],0,1,0,0,0
green3_33,[‘green’],0,1,0,0,0
green3_34,[‘green’],0,1,0,0,0
green3_35,[‘green’],0,1,0,0,0
green3_36,[‘green’],0,1,0,0,0
green3_37,[‘green’],0,1,0,0,0
green3_38,[‘green’],0,1,0,0,0
green3_39,[‘green’],0,1,0,0,0
green3_40,[‘green’],0,1,0,0,0
green3_41,[‘green’],0,1,0,0,0
green3_42,[‘green’],0,1,0,0,0
green3_43,[‘green’],0,1,0,0,0
green3_44,[‘green’],0,1,0,0,0
green3_45,[‘green’],0,1,0,0,0
green3_46,[‘green’],0,1,0,0,0
green3_47,[‘green’],0,1,0,0,0
green3_48,[‘green’],0,1,0,0,0
green3_49,[‘green’],0,1,0,0,0
green3_50,[‘green’],0,1,0,0,0
green3_51,[‘green’],0,1,0,0,0
green3_52,[‘green’],0,1,0,0,0
green3_53,[‘green’],0,1,0,0,0
green3_54,[‘green’],0,1,0,0,0
green3_55,[‘green’],0,1,0,0,0
green3_56,[‘green’],0,1,0,0,0
green3_57,[‘green’],0,1,0,0,0
green3_58,[‘green’],0,1,0,0,0
green3_59,[‘green’],0,1,0,0,0
green3_60,[‘green’],0,1,0,0,0
green3_61,[‘green’],0,1,0,0,0
green3_62,[‘green’],0,1,0,0,0
green3_63,[‘green’],0,1,0,0,0
green3_64,[‘green’],0,1,0,0,0
green3_65,[‘green’],0,1,0,0,0
green3_66,[‘green’],0,1,0,0,0
green3_67,[‘green’],0,1,0,0,0
green3_68,[‘green’],0,1,0,0,0
green3_69,[‘green’],0,1,0,0,0
green3_70,[‘green’],0,1,0,0,0
green3_71,[‘green’],0,1,0,0,0
green3_72,[‘green’],0,1,0,0,0
green3_73,[‘green’],0,1,0,0,0
green3_74,[‘green’],0,1,0,0,0
green3_75,[‘green’],0,1,0,0,0
green3_76,[‘green’],0,1,0,0,0
green3_77,[‘green’],0,1,0,0,0
green3_78,[‘green’],0,1,0,0,0
green3_79,[‘green’],0,1,0,0,0
green3_80,[‘green’],0,1,0,0,0
green3_81,[‘green’],0,1,0,0,0
green3_82,[‘green’],0,1,0,0,0
green3_83,[‘green’],0,1,0,0,0
green3_84,[‘green’],0,1,0,0,0
green3_85,[‘green’],0,1,0,0,0
green3_86,[‘green’],0,1,0,0,0
green3_87,[‘green’],0,1,0,0,0
green3_88,[‘green’],0,1,0,0,0
green3_89,[‘green’],0,1,0,0,0
green3_90,[‘green’],0,1,0,0,0
green3_91,[‘green’],0,1,0,0,0
green3_92,[‘green’],0,1,0,0,0
green3_93,[‘green’],0,1,0,0,0
green3_94,[‘green’],0,1,0,0,0
green3_95,[‘green’],0,1,0,0,0
green3_96,[‘green’],0,1,0,0,0
green3_97,[‘green’],0,1,0,0,0
green3_98,[‘green’],0,1,0,0,0
green3_99,[‘green’],0,1,0,0,0
green3_100,[‘green’],0,1,0,0,0
green3_101,[‘green’],0,1,0,0,0
green3_102,[‘green’],0,1,0,0,0
green3_103,[‘green’],0,1,0,0,0
green3_104,[‘green’],0,1,0,0,0
green3_105,[‘green’],0,1,0,0,0
green3_106,[‘green’],0,1,0,0,0
green3_107,[‘green’],0,1,0,0,0
green3_108,[‘green’],0,1,0,0,0
green3_109,[‘green’],0,1,0,0,0
green3_110,[‘green’],0,1,0,0,0
green3_111,[‘green’],0,1,0,0,0
green3_112,[‘green’],0,1,0,0,0
green3_113,[‘green’],0,1,0,0,0
green3_114,[‘green’],0,1,0,0,0
green3_115,[‘green’],0,1,0,0,0
green3_116,[‘green’],0,1,0,0,0
green3_117,[‘green’],0,1,0,0,0
green3_118,[‘green’],0,1,0,0,0
green3_119,[‘green’],0,1,0,0,0
green3_120,[‘green’],0,1,0,0,0
green3_121,[‘green’],0,1,0,0,0
green3_122,[‘green’],0,1,0,0,0
green3_123,[‘green’],0,1,0,0,0
green3_124,[‘green’],0,1,0,0,0
green3_125,[‘green’],0,1,0,0,0
green3_126,[‘green’],0,1,0,0,0
green3_127,[‘green’],0,1,0,0,0
green3_128,[‘green’],0,1,0,0,0
green3_129,[‘green’],0,1,0,0,0
green3_130,[‘green’],0,1,0,0,0
green3_131,[‘green’],0,1,0,0,0
green3_132,[‘green’],0,1,0,0,0
green3_133,[‘green’],0,1,0,0,0
green3_134,[‘green’],0,1,0,0,0
green3_135,[‘green’],0,1,0,0,0
green3_136,[‘green’],0,1,0,0,0
green3_137,[‘green’],0,1,0,0,0
green3_138,[‘green’],0,1,0,0,0
green3_139,[‘green’],0,1,0,0,0
green3_140,[‘green’],0,1,0,0,0
green3_141,[‘green’],0,1,0,0,0
green3_142,[‘green’],0,1,0,0,0
green3_143,[‘green’],0,1,0,0,0
green3_144,[‘green’],0,1,0,0,0
green3_145,[‘green’],0,1,0,0,0
green3_146,[‘green’],0,1,0,0,0
green3_147,[‘green’],0,1,0,0,0
green3_148,[‘green’],0,1,0,0,0
green3_149,[‘green’],0,1,0,0,0
green3_150,[‘green’],0,1,0,0,0
green3_151,[‘green’],0,1,0,0,0
green3_152,[‘green’],0,1,0,0,0
green3_153,[‘green’],0,1,0,0,0
green3_154,[‘green’],0,1,0,0,0
green3_155,[‘green’],0,1,0,0,0
green3_156,[‘green’],0,1,0,0,0
green3_157,[‘green’],0,1,0,0,0
green3_158,[‘green’],0,1,0,0,0
green3_159,[‘green’],0,1,0,0,0
green3_160,[‘green’],0,1,0,0,0
green3_161,[‘green’],0,1,0,0,0
green3_162,[‘green’],0,1,0,0,0
green3_163,[‘green’],0,1,0,0,0
green3_164,[‘green’],0,1,0,0,0
green3_165,[‘green’],0,1,0,0,0
green3_166,[‘green’],0,1,0,0,0
green3_167,[‘green’],0,1,0,0,0
green3_168,[‘green’],0,1,0,0,0
green3_169,[‘green’],0,1,0,0,0
green3_170,[‘green’],0,1,0,0,0
green3_171,[‘green’],0,1,0,0,0
green3_172,[‘green’],0,1,0,0,0
green3_173,[‘green’],0,1,0,0,0
green3_174,[‘green’],0,1,0,0,0
green3_175,[‘green’],0,1,0,0,0
green3_176,[‘green’],0,1,0,0,0
green3_177,[‘green’],0,1,0,0,0
green3_178,[‘green’],0,1,0,0,0
green3_179,[‘green’],0,1,0,0,0
green3_180,[‘green’],0,1,0,0,0
green3_181,[‘green’],0,1,0,0,0
green3_182,[‘green’],0,1,0,0,0
green3_183,[‘green’],0,1,0,0,0
green3_184,[‘green’],0,1,0,0,0
green3_185,[‘green’],0,1,0,0,0
green3_186,[‘green’],0,1,0,0,0
green3_187,[‘green’],0,1,0,0,0
green3_188,[‘green’],0,1,0,0,0
